vfat/I:strip/I:channel/I:PanPin/I
0	0	16	63
0	1	20	62
0	2	24	61
0	3	28	60
0	4	32	59
0	5	36	58
0	6	40	57
0	7	33	56
0	8	29	55
0	9	25	54
0	10	21	53
0	11	17	52
0	12	13	51
0	13	9	50
0	14	5	49
0	15	1	48
0	16	3	47
0	17	7	46
0	18	11	45
0	19	15	44
0	20	19	43
0	21	23	42
0	22	27	41
0	23	31	40
0	24	35	39
0	25	39	38
0	26	43	37
0	27	47	36
0	28	51	35
0	29	55	34
0	30	59	33
0	31	63	32
0	32	67	31
0	33	71	30
0	34	75	29
0	35	79	28
0	36	83	27
0	37	87	26
0	38	91	25
0	39	95	24
0	40	99	23
0	41	103	22
0	42	107	21
0	43	111	20
0	44	115	19
0	45	119	18
0	46	123	17
0	47	127	16
0	48	125	15
0	49	121	14
0	50	117	13
0	51	113	12
0	52	109	11
0	53	105	10
0	54	101	9
0	55	97	8
0	56	93	7
0	57	96	6
0	58	100	5
0	59	104	4
0	60	108	3
0	61	112	2
0	62	116	1
0	63	124	0
0	64	128	64
0	65	120	65
0	66	126	66
0	67	122	67
0	68	118	68
0	69	114	69
0	70	110	70
0	71	106	71
0	72	102	72
0	73	98	73
0	74	94	74
0	75	90	75
0	76	86	76
0	77	82	77
0	78	78	78
0	79	74	79
0	80	70	80
0	81	66	81
0	82	68	82
0	83	72	83
0	84	76	84
0	85	80	85
0	86	84	86
0	87	88	87
0	88	92	88
0	89	89	89
0	90	85	90
0	91	81	91
0	92	77	92
0	93	73	93
0	94	69	94
0	95	65	95
0	96	61	96
0	97	57	97
0	98	53	98
0	99	49	99
0	100	45	100
0	101	41	101
0	102	37	102
0	103	44	103
0	104	48	104
0	105	52	105
0	106	56	106
0	107	60	107
0	108	64	108
0	109	62	109
0	110	58	110
0	111	54	111
0	112	50	112
0	113	46	113
0	114	42	114
0	115	38	115
0	116	34	116
0	117	30	117
0	118	26	118
0	119	22	119
0	120	18	120
0	121	14	121
0	122	10	122
0	123	6	123
0	124	2	124
0	125	12	125
0	126	8	126
0	127	4	127
1	0	16	63
1	1	20	62
1	2	24	61
1	3	28	60
1	4	32	59
1	5	36	58
1	6	40	57
1	7	33	56
1	8	29	55
1	9	25	54
1	10	21	53
1	11	17	52
1	12	13	51
1	13	9	50
1	14	5	49
1	15	1	48
1	16	3	47
1	17	7	46
1	18	11	45
1	19	15	44
1	20	19	43
1	21	23	42
1	22	27	41
1	23	31	40
1	24	35	39
1	25	39	38
1	26	43	37
1	27	47	36
1	28	51	35
1	29	55	34
1	30	59	33
1	31	63	32
1	32	67	31
1	33	71	30
1	34	75	29
1	35	79	28
1	36	83	27
1	37	87	26
1	38	91	25
1	39	95	24
1	40	99	23
1	41	103	22
1	42	107	21
1	43	111	20
1	44	115	19
1	45	119	18
1	46	123	17
1	47	127	16
1	48	125	15
1	49	121	14
1	50	117	13
1	51	113	12
1	52	109	11
1	53	105	10
1	54	101	9
1	55	97	8
1	56	93	7
1	57	96	6
1	58	100	5
1	59	104	4
1	60	108	3
1	61	112	2
1	62	116	1
1	63	124	0
1	64	128	64
1	65	120	65
1	66	126	66
1	67	122	67
1	68	118	68
1	69	114	69
1	70	110	70
1	71	106	71
1	72	102	72
1	73	98	73
1	74	94	74
1	75	90	75
1	76	86	76
1	77	82	77
1	78	78	78
1	79	74	79
1	80	70	80
1	81	66	81
1	82	68	82
1	83	72	83
1	84	76	84
1	85	80	85
1	86	84	86
1	87	88	87
1	88	92	88
1	89	89	89
1	90	85	90
1	91	81	91
1	92	77	92
1	93	73	93
1	94	69	94
1	95	65	95
1	96	61	96
1	97	57	97
1	98	53	98
1	99	49	99
1	100	45	100
1	101	41	101
1	102	37	102
1	103	44	103
1	104	48	104
1	105	52	105
1	106	56	106
1	107	60	107
1	108	64	108
1	109	62	109
1	110	58	110
1	111	54	111
1	112	50	112
1	113	46	113
1	114	42	114
1	115	38	115
1	116	34	116
1	117	30	117
1	118	26	118
1	119	22	119
1	120	18	120
1	121	14	121
1	122	10	122
1	123	6	123
1	124	2	124
1	125	12	125
1	126	8	126
1	127	4	127
2	0	124	0
2	1	116	1
2	2	112	2
2	3	108	3
2	4	104	4
2	5	100	5
2	6	96	6
2	7	93	7
2	8	97	8
2	9	101	9
2	10	105	10
2	11	109	11
2	12	113	12
2	13	117	13
2	14	121	14
2	15	125	15
2	16	127	16
2	17	123	17
2	18	119	18
2	19	115	19
2	20	111	20
2	21	107	21
2	22	103	22
2	23	99	23
2	24	95	24
2	25	91	25
2	26	87	26
2	27	83	27
2	28	79	28
2	29	75	29
2	30	71	30
2	31	67	31
2	32	63	32
2	33	59	33
2	34	55	34
2	35	51	35
2	36	47	36
2	37	43	37
2	38	39	38
2	39	35	39
2	40	31	40
2	41	27	41
2	42	23	42
2	43	19	43
2	44	15	44
2	45	11	45
2	46	7	46
2	47	3	47
2	48	1	48
2	49	5	49
2	50	9	50
2	51	13	51
2	52	17	52
2	53	21	53
2	54	25	54
2	55	29	55
2	56	33	56
2	57	40	57
2	58	36	58
2	59	32	59
2	60	28	60
2	61	24	61
2	62	20	62
2	63	16	63
2	64	4	127
2	65	8	126
2	66	12	125
2	67	2	124
2	68	6	123
2	69	10	122
2	70	14	121
2	71	18	120
2	72	22	119
2	73	26	118
2	74	30	117
2	75	34	116
2	76	38	115
2	77	42	114
2	78	46	113
2	79	50	112
2	80	54	111
2	81	58	110
2	82	62	109
2	83	64	108
2	84	60	107
2	85	56	106
2	86	52	105
2	87	48	104
2	88	44	103
2	89	37	102
2	90	41	101
2	91	45	100
2	92	49	99
2	93	53	98
2	94	57	97
2	95	61	96
2	96	65	95
2	97	69	94
2	98	73	93
2	99	77	92
2	100	81	91
2	101	85	90
2	102	89	89
2	103	92	88
2	104	88	87
2	105	84	86
2	106	80	85
2	107	76	84
2	108	72	83
2	109	68	82
2	110	66	81
2	111	70	80
2	112	74	79
2	113	78	78
2	114	82	77
2	115	86	76
2	116	90	75
2	117	94	74
2	118	98	73
2	119	102	72
2	120	106	71
2	121	110	70
2	122	114	69
2	123	118	68
2	124	122	67
2	125	126	66
2	126	120	65
2	127	128	64
3	0	124	0
3	1	116	1
3	2	112	2
3	3	108	3
3	4	104	4
3	5	100	5
3	6	96	6
3	7	93	7
3	8	97	8
3	9	101	9
3	10	105	10
3	11	109	11
3	12	113	12
3	13	117	13
3	14	121	14
3	15	125	15
3	16	127	16
3	17	123	17
3	18	119	18
3	19	115	19
3	20	111	20
3	21	107	21
3	22	103	22
3	23	99	23
3	24	95	24
3	25	91	25
3	26	87	26
3	27	83	27
3	28	79	28
3	29	75	29
3	30	71	30
3	31	67	31
3	32	63	32
3	33	59	33
3	34	55	34
3	35	51	35
3	36	47	36
3	37	43	37
3	38	39	38
3	39	35	39
3	40	31	40
3	41	27	41
3	42	23	42
3	43	19	43
3	44	15	44
3	45	11	45
3	46	7	46
3	47	3	47
